"","actor_id","target_case","case","case_code","ascribed_power_norm","ascribed_power","bet","bet_norm","triangle_count_pos_norm","triangle_count_norm","triangle_count","triangle_count_pos","ego_inclusion","deg","deg_pos","deg_norm","type","type_reduced","all_na","achievement","top_target","bet_log","triangle_count_log","deg_log","ascribed_power_log","bet_zero","triangle_count_zero","ascribed_power_zero"
"233","actor 233","Landwirtschaftliche_Produktivitat_US","Untere Saane","US",52.8571428571429,11,249.813147963148,19.8079499273143,71.95,50.9459459459459,56,43,3,43,43,71.95,"Canton_FR","higher_admin","no",2,"Landwirtschaftliche_Produktivitat",2.98608336859684,3.93076518723789,3.76120011569356,3.96759285658296,"abovezero","abovezero","abovezero"
"234","actor 234","Biodiversitat_US","Untere Saane","US",19.8571428571429,4,2.92852147852148,1.22048273190658,2.65,14.3783783783784,15,1,3,1,1,2.65,"Other","Other","no",3,"Biodiversitat",0.199246462374365,2.66572557669742,0,2.98856378407538,"abovezero","abovezero","abovezero"
"235","actor 235","Biodiversitat_US","Untere Saane","US",100,21,61.0043595293595,5.59290052877973,15.85,41.1351351351351,45,9,4,9,9,15.85,"Canton_FR","higher_admin","no",2,"Biodiversitat",1.72149803073221,3.71686262577741,2.19722457733622,4.60517018598809,"abovezero","abovezero","abovezero"
"236","actor 236","Erholungswert_US","Untere Saane","US",48.1428571428571,10,255.259557109557,20.2179995637908,48.85,39.3513513513513,43,29,4,29,29,48.85,"NGO_organization_association","NGO_organization_association","no",3,"Erholungswert",3.00657327515657,3.67253031611241,3.36729582998647,3.87417278129705,"abovezero","abovezero","abovezero"
"237","actor 237","Landwirtschaftliche_Produktivitat_US","Untere Saane","US",10.4285714285714,2,0,1,2.65,3.67567567567568,3,1,2,1,1,2.65,"Other","Other","no",NA,"Landwirtschaftliche_Produktivitat",0,1.30173697309183,0,2.34454929209308,"zero","abovezero","abovezero"
"238","actor 238","Biodiversitat_US","Untere Saane","US",52.8571428571429,11,2.63333333333333,1.1982585859835,1,9.91891891891892,10,0,2,0,0,1,"NGO_organization_association","NGO_organization_association","no",2,"Biodiversitat",0.180869324467777,2.29444393541035,-Inf,3.96759285658296,"abovezero","abovezero","abovezero"
"239","actor 239","Profitabilitat_Wasserkraft_US","Untere Saane","US",57.5714285714286,12,0.755555555555556,1.05688432002902,17.5,10.8108108108108,11,10,3,10,10,17.5,"Municipality","Municipality","no",2,"Profitabilitat_Wasserkraft",0.0553252591099057,2.38054663446376,2.30258509299405,4.05302641289137,"abovezero","abovezero","abovezero"
"240","actor 240","Profitabilitat_Wasserkraft_US","Untere Saane","US",1,0,0.25,1.01882201765666,1,1,0,0,2,0,0,1,"NGO_organization_association","NGO_organization_association","no",1,"Profitabilitat_Wasserkraft",0.0186470752526792,0,-Inf,0,"abovezero","zero","zero"
"241","actor 241","Erholungswert_US","Untere Saane","US",57.5714285714286,12,1,1.07528807062665,34,33.1081081081081,36,20,3,20,20,34,"NGO_organization_association","NGO_organization_association","no",3,"Erholungswert",0.0725885983573115,3.4997782103346,2.99573227355399,4.05302641289137,"abovezero","abovezero","abovezero"
"242","actor 242","Erholungswert_MU","Murtensee","MU",31.4615384615385,4,27.3598124098124,26.8125424602025,1,13.6382978723404,6,0,2,0,0,1,"Other","Other","no",3,"Erholungswert",3.28886978028428,2.61288185521061,-Inf,3.44876579858126,"abovezero","abovezero","abovezero"
"243","actor 243","Andere_Wirtschaft_MU","Murtensee","MU",23.8461538461538,3,47.65,45.9552661328749,1,11.531914893617,5,0,1,0,0,1,"Other","Other","no",2,"Andere_Wirtschaft",3.82766844795585,2.44511839972959,-Inf,3.17162294001766,"abovezero","abovezero","abovezero"
"244","actor 244","Biodiversitat_MU","Murtensee","MU",46.6923076923077,6,3.4,4.20772098324816,13.9130434782609,26.2765957446809,12,3,3,3,3,13.9130434782609,"NGO_organization_association","NGO_organization_association","no",2,"Biodiversitat",1.43692116697473,3.26867864735202,1.09861228866811,3.84357943359796,"abovezero","abovezero","abovezero"
"245","actor 245","Hochwasserschutz_MU","Murtensee","MU",1,0,43.6914862914863,42.2206168724999,1,3.1063829787234,1,0,1,0,0,1,"Other","Other","no",2,"Hochwasserschutz",3.74290865322059,1.13345901999828,-Inf,0,"abovezero","abovezero","zero"
"246","actor 246","Erholungswert_MU","Murtensee","MU",39.0769230769231,5,62.8424242424242,60.2885184942961,9.60869565217391,17.8510638297872,8,2,1,2,2,9.60869565217391,"Other","Other","no",2,"Erholungswert",4.09914167920712,2.88206310475715,0.693147180559945,3.66553209011695,"abovezero","abovezero","abovezero"
"247","actor 247","Biodiversitat_MU","Murtensee","MU",69.5384615384615,9,13.2888888888889,13.5373669802771,100,100,47,23,3,23,23,100,"Canton_VD","higher_admin","no",2,"Biodiversitat",2.60545378626052,4.60517018598809,3.13549421592915,4.24188000293064,"abovezero","abovezero","abovezero"
"248","actor 248","Biodiversitat_MU","Murtensee","MU",39.0769230769231,5,30.1097949350271,29.4070061807016,1,7.31914893617021,3,0,4,0,0,1,"Canton_VD","higher_admin","no",2,"Biodiversitat",3.38123295142044,1.99049405566334,-Inf,3.66553209011695,"abovezero","abovezero","abovezero"
"249","actor 249","Biodiversitat_MU","Murtensee","MU",54.3076923076923,7,67.9159290829569,65.0751031812337,52.6521739130435,51.5531914893617,24,12,3,12,12,52.6521739130435,"Canton_VD","higher_admin","no",3,"Biodiversitat",4.17554203645346,3.94261411910647,2.484906649788,3.99466588003171,"abovezero","abovezero","abovezero"
"250","actor 250","Biodiversitat_MU","Murtensee","MU",61.9230769230769,8,104.93431372549,100,9.60869565217391,22.063829787234,10,2,2,2,2,9.60869565217391,"Canton_FR","higher_admin","no",2,"Biodiversitat",4.60517018598809,3.09393960651947,0.693147180559945,4.12589291995703,"abovezero","abovezero","abovezero"
"251","actor 251","Biodiversitat_MU","Murtensee","MU",39.0769230769231,5,18.2301587301587,18.1991949078455,1,3.1063829787234,1,0,4,0,0,1,"Canton_FR","higher_admin","yes",NA,"Biodiversitat",2.90137735727165,1.13345901999828,-Inf,3.66553209011695,"abovezero","abovezero","abovezero"
"252","actor 252","Biodiversitat_MU","Murtensee","MU",54.3076923076923,7,39.1044916956681,37.89302898572,44.0434782608696,62.0851063829787,29,10,3,10,10,44.0434782608696,"NGO_organization_association","NGO_organization_association","no",2,"Biodiversitat",3.63476716339566,4.12850612737267,2.30258509299405,3.99466588003171,"abovezero","abovezero","abovezero"
"253","actor 253","Andere_Wirtschaft_MU","Murtensee","MU",46.6923076923077,6,79.7180510665805,76.209783867623,44.0434782608696,34.7021276595745,16,10,1,10,10,44.0434782608696,"Other","Other","no",2,"Andere_Wirtschaft",4.33348985166328,3.54680100091096,2.30258509299405,3.84357943359796,"abovezero","abovezero","abovezero"
"254","actor 254","Hochwasserschutz_MU","Murtensee","MU",61.9230769230769,8,42.1222222222222,40.7400988480188,13.9130434782609,24.1702127659574,11,3,4,3,3,13.9130434782609,"Other","Other","no",3,"Hochwasserschutz",3.70721283710938,3.18512099757104,1.09861228866811,4.12589291995703,"abovezero","abovezero","abovezero"
"255","actor 255","Biodiversitat_MU","Murtensee","MU",46.6923076923077,6,10.6320346320346,11.0307648775878,5.30434782608696,38.9148936170213,18,1,2,1,1,5.30434782608696,"NGO_organization_association","NGO_organization_association","no",1,"Biodiversitat",2.40068817606403,3.66137704668081,0,3.84357943359796,"abovezero","abovezero","abovezero"
"256","actor 256","Hochwasserschutz_MU","Murtensee","MU",54.3076923076923,7,0.666666666666667,1.62896489867611,1,1,0,0,1,0,0,1,"Canton_VD","higher_admin","no",2,"Hochwasserschutz",0.487944781613724,0,-Inf,3.99466588003171,"abovezero","zero","abovezero"
"257","actor 257","Erholungswert_MU","Murtensee","MU",16.2307692307692,2,0,1,1,1,0,0,1,0,0,1,"Other","Other","no",NA,"Erholungswert",0,0,-Inf,2.78690877601453,"zero","zero","abovezero"
"258","actor 258","Biodiversitat_MU","Murtensee","MU",46.6923076923077,6,25.3571428571429,24.9231291817877,1,19.9574468085106,9,0,3,0,0,1,"Canton_FR","higher_admin","no",1,"Biodiversitat",3.21579625512872,2.99360234729617,-Inf,3.84357943359796,"abovezero","abovezero","abovezero"
"259","actor 259","Hochwasserschutz_MU","Murtensee","MU",54.3076923076923,7,19.6651515151515,19.5530350452664,1,13.6382978723404,6,0,2,0,0,1,"Municipality","Municipality","no",1,"Hochwasserschutz",2.97313051966424,2.61288185521061,-Inf,3.99466588003171,"abovezero","abovezero","abovezero"
"260","actor 260","Biodiversitat_MU","Murtensee","MU",23.8461538461538,3,11.928310757343,12.2537331503041,1,3.1063829787234,1,0,2,0,0,1,"NGO_organization_association","NGO_organization_association","no",2,"Biodiversitat",2.50583063752841,1.13345901999828,-Inf,3.17162294001766,"abovezero","abovezero","abovezero"
"261","actor 261","Andere_Wirtschaft_MU","Murtensee","MU",61.9230769230769,8,10.0443223443223,10.4762892783503,1,17.8510638297872,8,0,NA,0,0,1,"Municipality","Municipality","no",NA,"Andere_Wirtschaft",2.34911453969972,2.88206310475715,-Inf,4.12589291995703,"abovezero","abovezero","abovezero"
"262","actor 262","Andere_Wirtschaft_MU","Murtensee","MU",23.8461538461538,3,0,1,1,7.31914893617021,3,0,2,0,0,1,"Other","Other","no",3,"Andere_Wirtschaft",0,1.99049405566334,-Inf,3.17162294001766,"zero","abovezero","abovezero"
"263","actor 263","Biodiversitat_MU","Murtensee","MU",31.4615384615385,4,1.33333333333333,2.25792979735222,1,3.1063829787234,1,0,1,0,0,1,"Municipality","Municipality","no",3,"Biodiversitat",0.814448374611825,1.13345901999828,-Inf,3.44876579858126,"abovezero","abovezero","abovezero"
"264","actor 264","Biodiversitat_MU","Murtensee","MU",23.8461538461538,3,0.8,1.75475787841133,1,9.42553191489362,4,0,3,0,0,1,"Other","Other","no",2,"Biodiversitat",0.562330886381148,2.24342216833508,-Inf,3.17162294001766,"abovezero","abovezero","abovezero"
"265","actor 265","Erholungswert_MU","Murtensee","MU",31.4615384615385,4,0,1,1,3.1063829787234,1,0,1,0,0,1,"Other","Other","no",3,"Erholungswert",0,1.13345901999828,-Inf,3.44876579858126,"zero","abovezero","abovezero"
"266","actor 266","Hochwasserschutz_MU","Murtensee","MU",16.2307692307692,2,11.2396825396825,11.6040486845846,1,11.531914893617,5,0,3,0,0,1,"Other","Other","no",2,"Hochwasserschutz",2.45135406175058,2.44511839972959,-Inf,2.78690877601453,"abovezero","abovezero","abovezero"
"267","actor 267","Biodiversitat_MU","Murtensee","MU",100,13,0,1,13.9130434782609,97.8936170212766,46,3,3,3,3,13.9130434782609,"Canton_VD","higher_admin","no",2,"Biodiversitat",0,4.58388134844541,1.09861228866811,4.60517018598809,"zero","abovezero","abovezero"
"268","actor 268","Biodiversitat_MU","Murtensee","MU",54.3076923076923,7,4.9690660216976,5.68805216027789,13.9130434782609,70.5106382978723,33,3,4,3,3,13.9130434782609,"Canton_VD","higher_admin","no",NA,"Biodiversitat",1.73836786269059,4.25576359627645,1.09861228866811,3.99466588003171,"abovezero","abovezero","abovezero"
"269","actor 269","Biodiversitat_RI","Rhein","RI",46.6923076923077,12,143.353870920682,24.8471650159854,5.7710843373494,47.5,62,4,3,4,4,5.7710843373494,"NGO_organization_association","NGO_organization_association","no",1,"Biodiversitat",3.21274366217081,3.8607297110406,1.38629436111989,3.84357943359796,"abovezero","abovezero","abovezero"
"270","actor 270","Profitabilitat_Wasserkraft_RI","Rhein","RI",27.6538461538462,7,263.206371307829,44.7848362902557,36.7831325301205,39.25,51,30,2,30,30,36.7831325301205,"NGO_organization_association","NGO_organization_association","no",NA,"Profitabilitat_Wasserkraft",3.80186960646119,3.66995144422842,3.40119738166216,3.31976481969956,"abovezero","abovezero","abovezero"
"271","actor 271","Profitabilitat_Wasserkraft_RI","Rhein","RI",77.1538461538462,20,259.757550869028,44.2111190297006,36.7831325301205,49.75,65,30,4,30,30,36.7831325301205,"Canton_GR","higher_admin","no",2,"Profitabilitat_Wasserkraft",3.78897631920523,3.9070104636046,3.40119738166216,4.3458014305004,"abovezero","abovezero","abovezero"
"272","actor 272","Erholungswert_RI","Rhein","RI",16.2307692307692,4,1.93888888888889,1.32253752887201,1,3.25,3,0,NA,0,0,1,"Other","Other","yes",NA,"Erholungswert",0.279552261566602,1.17865499634165,-Inf,2.78690877601453,"abovezero","abovezero","abovezero"
"273","actor 273","Landwirtschaftliche_Produktivitat_RI","Rhein","RI",69.5384615384615,18,99.7265166398281,17.5896789776626,14.1204819277108,44.5,58,11,4,11,11,14.1204819277108,"Municipality","Municipality","no",2,"Landwirtschaftliche_Produktivitat",2.86731230830792,3.79548918917219,2.39789527279837,4.24188000293064,"abovezero","abovezero","abovezero"
"274","actor 274","Erholungswert_RI","Rhein","RI",8.61538461538462,2,102.908160185587,18.1189508987516,12.9277108433735,10.75,13,10,NA,10,10,12.9277108433735,"Other","Other","no",NA,"Erholungswert",2.89695840151882,2.37490575457367,2.30258509299405,2.15354951383356,"abovezero","abovezero","abovezero"
"275","actor 275","Hochwasserschutz_RI","Rhein","RI",46.6923076923077,12,500.845346364051,84.3164918779232,24.855421686747,68.5,90,20,3,20,20,24.855421686747,"Canton_GR","higher_admin","no",2,"Hochwasserschutz",4.43457747906421,4.22683374526818,2.99573227355399,3.84357943359796,"abovezero","abovezero","abovezero"
"276","actor 276","Hochwasserschutz_RI","Rhein","RI",27.6538461538462,7,251.75225385025,42.8794239887315,20.0843373493976,63.25,83,16,NA,16,16,20.0843373493976,"Other","Other","no",3,"Hochwasserschutz",3.75839208357371,4.14709512760763,2.77258872223978,3.31976481969956,"abovezero","abovezero","abovezero"
"277","actor 277","Hochwasserschutz_RI","Rhein","RI",23.8461538461538,6,4.47253968253968,1.74401473197107,4.57831325301205,4.75,5,3,2,3,3,4.57831325301205,"NGO_organization_association","NGO_organization_association","no",3,"Hochwasserschutz",0.556189772682228,1.55814461804655,1.09861228866811,3.17162294001766,"abovezero","abovezero","abovezero"
"278","actor 278","Landwirtschaftliche_Produktivitat_RI","Rhein","RI",35.2692307692308,9,60.1736927905715,11.0099981422332,17.6987951807229,30.25,39,14,3,14,14,17.6987951807229,"Canton_SG","higher_admin","no",NA,"Landwirtschaftliche_Produktivitat",2.39880378200008,3.40949618447685,2.63905732961526,3.56301093423498,"abovezero","abovezero","abovezero"
"279","actor 279","Landwirtschaftliche_Produktivitat_RI","Rhein","RI",23.8461538461538,6,18.4455610498738,4.06845106688577,22.4698795180723,25,32,18,1,18,18,22.4698795180723,"NGO_organization_association","NGO_organization_association","no",NA,"Landwirtschaftliche_Produktivitat",1.40326235377139,3.2188758248682,2.89037175789616,3.17162294001766,"abovezero","abovezero","abovezero"
"280","actor 280","Hochwasserschutz_RI","Rhein","RI",50.5,13,39.5719961361368,7.5828701785983,12.9277108433735,38.5,50,10,3,10,10,12.9277108433735,"Canton_GR","higher_admin","no",1,"Hochwasserschutz",2.025891779514,3.65065824129374,2.30258509299405,3.92197333628131,"abovezero","abovezero","abovezero"
"281","actor 281","Biodiversitat_RI","Rhein","RI",77.1538461538462,20,3.9909010270775,1.66389330643078,2.19277108433735,45.25,59,1,4,1,1,2.19277108433735,"Canton_SG","higher_admin","no",1,"Biodiversitat",0.509160221611819,3.81220267014594,0,4.3458014305004,"abovezero","abovezero","abovezero"
"282","actor 282","Landwirtschaftliche_Produktivitat_RI","Rhein","RI",35.2692307692308,9,12.8671051171051,3.14046524893222,11.7349397590361,16,20,9,3,9,9,11.7349397590361,"NGO_organization_association","NGO_organization_association","no",3,"Landwirtschaftliche_Produktivitat",1.14437095739405,2.77258872223978,2.19722457733622,3.56301093423498,"abovezero","abovezero","abovezero"
"283","actor 283","Hochwasserschutz_RI","Rhein","RI",23.8461538461538,6,127.395730152866,22.1925006264273,2.19277108433735,14.5,18,1,2,1,1,2.19277108433735,"NGO_organization_association","NGO_organization_association","no",3,"Hochwasserschutz",3.09975442218732,2.67414864942653,0,3.17162294001766,"abovezero","abovezero","abovezero"
"284","actor 284","Profitabilitat_Wasserkraft_RI","Rhein","RI",35.2692307692308,9,2.85943468296409,1.47567191802449,1,1.75,1,0,2,0,0,1,"NGO_organization_association","NGO_organization_association","no",2,"Profitabilitat_Wasserkraft",0.389113423709735,0.559615787935423,-Inf,3.56301093423498,"abovezero","abovezero","abovezero"
"285","actor 285","Hochwasserschutz_RI","Rhein","RI",31.4615384615385,8,53.066691557868,9.82773616300234,4.57831325301205,5.5,6,3,2,3,3,4.57831325301205,"NGO_organization_association","NGO_organization_association","no",NA,"Hochwasserschutz",2.28520860885723,1.70474809223843,1.09861228866811,3.44876579858126,"abovezero","abovezero","abovezero"
"286","actor 286","Erholungswert_RI","Rhein","RI",42.8846153846154,11,51.387953936478,9.54847524860414,11.7349397590361,9.25,11,9,3,9,9,11.7349397590361,"NGO_organization_association","NGO_organization_association","no",1,"Erholungswert",2.25638148191362,2.22462355152433,2.19722457733622,3.75851314587274,"abovezero","abovezero","abovezero"
"287","actor 287","Landwirtschaftliche_Produktivitat_RI","Rhein","RI",16.2307692307692,4,177.088376348799,30.4589584925778,18.8915662650602,22,28,15,2,15,15,18.8915662650602,"NGO_organization_association","NGO_organization_association","no",3,"Landwirtschaftliche_Produktivitat",3.41638015425531,3.09104245335832,2.70805020110221,2.78690877601453,"abovezero","abovezero","abovezero"
"288","actor 288","Landwirtschaftliche_Produktivitat_RI","Rhein","RI",27.6538461538462,7,16.5760881496205,3.75746100809678,1,3.25,3,0,2,0,0,1,"Other","Other","no",NA,"Landwirtschaftliche_Produktivitat",1.32374346550447,1.17865499634165,-Inf,3.31976481969956,"abovezero","abovezero","abovezero"
"289","actor 289","Hochwasserschutz_RI","Rhein","RI",12.4230769230769,3,2.23665223665224,1.3720709781205,1,5.5,6,0,NA,0,0,1,"Other","Other","no",NA,"Hochwasserschutz",0.316321261289553,1.70474809223843,-Inf,2.51955578520117,"abovezero","abovezero","abovezero"
"290","actor 290","Hochwasserschutz_RI","Rhein","RI",16.2307692307692,4,17.8827280560181,3.97482282235554,29.6265060240964,35.5,46,24,3,24,24,29.6265060240964,"Other","Other","no",3,"Hochwasserschutz",1.37998017412057,3.56953269648137,3.17805383034795,2.78690877601453,"abovezero","abovezero","abovezero"
"291","actor 291","Biodiversitat_RI","Rhein","RI",27.6538461538462,7,23.1248409357402,4.84685739018609,1,19,24,0,1,0,0,1,"Municipality","Municipality","no",3,"Biodiversitat",1.5783305341457,2.94443897916644,-Inf,3.31976481969956,"abovezero","abovezero","abovezero"
"292","actor 292","Erholungswert_RI","Rhein","RI",58.1153846153846,15,2.34390340841954,1.38991239652704,6.96385542168675,55.75,73,5,4,5,5,6.96385542168675,"NGO_organization_association","NGO_organization_association","no",NA,"Erholungswert",0.329240721075234,4.02087741034023,1.6094379124341,4.06243042425126,"abovezero","abovezero","abovezero"
"293","actor 293","Hochwasserschutz_RI","Rhein","RI",35.2692307692308,9,22.954289944856,4.81848593710196,8.1566265060241,46.75,61,6,1,6,6,8.1566265060241,"NGO_organization_association","NGO_organization_association","no",NA,"Hochwasserschutz",1.57245975778299,3.8448142557347,1.79175946922805,3.56301093423498,"abovezero","abovezero","abovezero"
"294","actor 294","Landwirtschaftliche_Produktivitat_RI","Rhein","RI",39.0769230769231,10,21.5148819389531,4.57903791925884,4.57831325301205,14.5,18,3,3,3,3,4.57831325301205,"NGO_organization_association","NGO_organization_association","no",NA,"Landwirtschaftliche_Produktivitat",1.52148891476293,2.67414864942653,1.09861228866811,3.66553209011695,"abovezero","abovezero","abovezero"
"295","actor 295","Erholungswert_RI","Rhein","RI",31.4615384615385,8,14.6280182703616,3.43339620555607,12.9277108433735,13,16,10,1,10,10,12.9277108433735,"NGO_organization_association","NGO_organization_association","no",NA,"Erholungswert",1.2335499186977,2.56494935746154,2.30258509299405,3.44876579858126,"abovezero","abovezero","abovezero"
"296","actor 296","Profitabilitat_Wasserkraft_RI","Rhein","RI",35.2692307692308,9,144.676613113558,25.0672054735226,5.7710843373494,8.5,10,4,3,4,4,5.7710843373494,"Other","Other","no",2,"Profitabilitat_Wasserkraft",3.22156043701103,2.14006616349627,1.38629436111989,3.56301093423498,"abovezero","abovezero","abovezero"
"297","actor 297","Erholungswert_RI","Rhein","RI",77.1538461538462,20,23.7374569291878,4.94876712302658,24.855421686747,35.5,46,20,4,20,20,24.855421686747,"NGO_organization_association","NGO_organization_association","no",2,"Erholungswert",1.59913847950326,3.56953269648137,2.99573227355399,4.3458014305004,"abovezero","abovezero","abovezero"
"298","actor 298","Landwirtschaftliche_Produktivitat_RI","Rhein","RI",1,0,0,1,1,1.75,1,0,1,0,0,1,"Other","Other","no",NA,"Landwirtschaftliche_Produktivitat",0,0.559615787935423,-Inf,0,"zero","abovezero","zero"
"299","actor 299","Landwirtschaftliche_Produktivitat_RI","Rhein","RI",16.2307692307692,4,170.552064060921,29.3716316089439,11.7349397590361,10,12,9,4,9,9,11.7349397590361,"Other","Other","no",3,"Landwirtschaftliche_Produktivitat",3.38002929725768,2.30258509299405,2.19722457733622,2.78690877601453,"abovezero","abovezero","abovezero"
"300","actor 300","Profitabilitat_Wasserkraft_RI","Rhein","RI",31.4615384615385,8,19.4918823847547,4.24250843535723,20.0843373493976,13.75,17,16,3,16,16,20.0843373493976,"Other","Other","no",NA,"Profitabilitat_Wasserkraft",1.44515470642297,2.62103882411258,2.77258872223978,3.44876579858126,"abovezero","abovezero","abovezero"
"301","actor 301","Hochwasserschutz_RI","Rhein","RI",61.9230769230769,16,595.124544642277,100,64.2168674698795,67,88,53,3,53,53,64.2168674698795,"NGO_organization_association","NGO_organization_association","no",1,"Hochwasserschutz",4.60517018598809,4.20469261939097,3.97029191355212,4.12589291995703,"abovezero","abovezero","abovezero"
"302","actor 302","Biodiversitat_RI","Rhein","RI",23.8461538461538,6,0,1,1,1,0,0,2,0,0,1,"NGO_organization_association","NGO_organization_association","no",NA,"Biodiversitat",0,0,-Inf,3.17162294001766,"zero","zero","abovezero"
"303","actor 303","Landwirtschaftliche_Produktivitat_RI","Rhein","RI",8.61538461538462,2,23.5826159702758,4.92300906100362,1,6.25,7,0,3,0,0,1,"Other","Other","no",3,"Landwirtschaftliche_Produktivitat",1.59391994131949,1.83258146374831,-Inf,2.15354951383356,"abovezero","abovezero","abovezero"
"304","actor 304","Erholungswert_RI","Rhein","RI",23.8461538461538,6,24.8599409692364,5.13549428957558,18.8915662650602,20.5,26,15,4,15,15,18.8915662650602,"NGO_organization_association","NGO_organization_association","yes",2,"Erholungswert",1.63617609767209,3.02042488614436,2.70805020110221,3.17162294001766,"abovezero","abovezero","abovezero"
"305","actor 305","Hochwasserschutz_RI","Rhein","RI",42.8846153846154,11,0.394674859190988,1.06565484722764,10.5421686746988,12.25,15,8,2,8,8,10.5421686746988,"Municipality","Municipality","no",NA,"Hochwasserschutz",0.0635894902260739,2.50552593699074,2.07944154167984,3.75851314587274,"abovezero","abovezero","abovezero"
"306","actor 306","Profitabilitat_Forstwirtschaft_RI","Rhein","RI",54.3076923076923,14,0,1,11.7349397590361,27.25,35,9,2,9,9,11.7349397590361,"Municipality","Municipality","no",1,"Profitabilitat_Forstwirtschaft",0,3.30505352110925,2.19722457733622,3.99466588003171,"zero","abovezero","abovezero"
"307","actor 307","Erholungswert_RI","Rhein","RI",46.6923076923077,12,0,1,9.34939759036144,18.25,23,7,4,7,7,9.34939759036144,"Canton_SG","higher_admin","no",3,"Erholungswert",0,2.9041650800285,1.94591014905531,3.84357943359796,"zero","abovezero","abovezero"
"308","actor 308","Biodiversitat_RI","Rhein","RI",50.5,13,2.75954571574223,1.45905521511081,79.7228915662651,92.5,122,66,4,66,66,79.7228915662651,"Other","Other","no",1,"Biodiversitat",0.377789113314493,4.52720864451838,4.18965474202643,3.92197333628131,"abovezero","abovezero","abovezero"
