"","actor_id","target_case","case","case_code","ascribed_power_norm","ascribed_power","bet","bet_norm","triangle_count_pos_norm","triangle_count_norm","triangle_count","triangle_count_pos","ego_inclusion","deg","deg_pos","deg_norm","type","type_reduced","all_na","achievement","top_target","bet_log","triangle_count_log","deg_log","ascribed_power_log","bet_zero","triangle_count_zero","ascribed_power_zero"
"47","actor 47","Biodiversitat_RE","Reussebene","RE",100,22,72.5412051665349,21.8701975516691,73.9473684210526,82.5833333333333,89,28,3,28,28,73.9473684210526,"Canton_AG","higher_admin","no",2,"Biodiversitat",3.08512486764601,4.41380788454199,3.3322045101752,4.60517018598809,"abovezero","abovezero","abovezero"
"48","actor 48","Biodiversitat_RE","Reussebene","RE",10,2,1.04126984126984,1.2995746657642,24.4473684210526,10.1666666666667,10,9,3,9,9,24.4473684210526,"Other","Other","no",2,"Biodiversitat",0.26203703075099,2.31911439494526,2.19722457733622,2.30258509299405,"abovezero","abovezero","abovezero"
"49","actor 49","Hochwasserschutz_RE","Reussebene","RE",50.5,11,9.88113912231559,3.84281636960434,1,8.33333333333333,8,0,3,0,0,1,"Municipality","Municipality","no",2,"Hochwasserschutz",1.34620552735606,2.12026353620009,-Inf,3.92197333628131,"abovezero","abovezero","abovezero"
"50","actor 50","Biodiversitat_RE","Reussebene","RE",19,4,1.63956043956044,1.47170363647768,8.81578947368421,20.25,21,3,4,3,3,8.81578947368421,"Canton_AG","higher_admin","yes",NA,"Biodiversitat",0.386420666121669,3.00815479355255,1.09861228866811,2.94443897916644,"abovezero","abovezero","abovezero"
"51","actor 51","Biodiversitat_RE","Reussebene","RE",1,0,0.598290598290598,1.17212897071348,6.21052631578947,8.33333333333333,8,2,2,2,2,6.21052631578947,"NGO_organization_association","NGO_organization_association","no",2,"Biodiversitat",0.158821728371392,2.12026353620009,0.693147180559945,0,"abovezero","abovezero","zero"
"52","actor 52","Biodiversitat_RE","Reussebene","RE",32.5,7,13.4772005772006,4.87740785177087,1,1,0,0,NA,0,0,1,"NGO_organization_association","NGO_organization_association","no",NA,"Biodiversitat",1.58461390082428,0,-Inf,3.48124008933569,"abovezero","zero","abovezero"
"53","actor 53","Erholungswert_RE","Reussebene","RE",14.5,3,47.4871528368432,14.6621146367227,1,10.1666666666667,10,0,2,0,0,1,"Canton_ZH","higher_admin","no",2,"Erholungswert",2.68526693139876,2.31911439494526,-Inf,2.67414864942653,"abovezero","abovezero","abovezero"
"54","actor 54","Biodiversitat_RE","Reussebene","RE",41.5,9,2.36052631578947,1.67912644163192,1,8.33333333333333,8,0,NA,0,0,1,"Municipality","Municipality","no",2,"Biodiversitat",0.518273682962077,2.12026353620009,-Inf,3.72569342723665,"abovezero","abovezero","abovezero"
"55","actor 55","Biodiversitat_RE","Reussebene","RE",23.5,5,18.7123835834794,6.38357670172795,6.21052631578947,37.6666666666667,40,2,2,2,2,6.21052631578947,"NGO_organization_association","NGO_organization_association","no",2,"Biodiversitat",1.85372855182885,3.62877553004423,0.693147180559945,3.15700042115011,"abovezero","abovezero","abovezero"
"56","actor 56","Biodiversitat_RE","Reussebene","RE",50.5,11,103.685347985348,30.830407293344,3.60526315789474,16.5833333333333,17,1,3,1,1,3.60526315789474,"Municipality","Municipality","no",2,"Biodiversitat",3.42850145275286,2.80839817493649,0,3.92197333628131,"abovezero","abovezero","abovezero"
"57","actor 57","Hochwasserschutz_RE","Reussebene","RE",1,0,0,1,1,2.83333333333333,2,0,1,0,0,1,"Other","Other","no",3,"Hochwasserschutz",0,1.04145387482816,-Inf,0,"zero","abovezero","zero"
"58","actor 58","Biodiversitat_RE","Reussebene","RE",50.5,11,22.2881206672659,7.41232083632195,3.60526315789474,32.1666666666667,34,1,3,1,1,3.60526315789474,"Canton_ZG","higher_admin","no",2,"Biodiversitat",2.0031435935524,3.47093071967683,0,3.92197333628131,"abovezero","abovezero","abovezero"
"59","actor 59","Biodiversitat_RE","Reussebene","RE",14.5,3,36.8207717119482,11.593383138164,6.21052631578947,20.25,21,2,4,2,2,6.21052631578947,"Other","Other","no",NA,"Biodiversitat",2.45043451623764,3.00815479355255,0.693147180559945,2.67414864942653,"abovezero","abovezero","abovezero"
"60","actor 60","Biodiversitat_RE","Reussebene","RE",1,0,17.3297903850535,5.98580286934539,1,15.6666666666667,16,0,3,0,0,1,"Canton_ZG","higher_admin","yes",NA,"Biodiversitat",1.78939047693792,2.75153531304195,-Inf,0,"abovezero","abovezero","zero"
"61","actor 61","Biodiversitat_RE","Reussebene","RE",1,0,0,1,1,3.75,3,0,2,0,0,1,"Other","Other","no",3,"Biodiversitat",0,1.32175583998232,-Inf,0,"zero","abovezero","zero"
"62","actor 62","Biodiversitat_RE","Reussebene","RE",41.5,9,2.37264746747505,1.68261371248234,6.21052631578947,13.8333333333333,14,2,NA,2,2,6.21052631578947,"Municipality","Municipality","no",NA,"Biodiversitat",0.520348365680794,2.62708113856854,0.693147180559945,3.72569342723665,"abovezero","abovezero","abovezero"
"63","actor 63","Biodiversitat_RE","Reussebene","RE",10,2,0,1,1,1,0,0,1,0,0,1,"NGO_organization_association","NGO_organization_association","yes",NA,"Biodiversitat",0,0,-Inf,2.30258509299405,"zero","zero","abovezero"
"64","actor 64","Biodiversitat_RE","Reussebene","RE",5.5,1,0,1,1,11.0833333333333,11,0,3,0,0,1,"NGO_organization_association","NGO_organization_association","yes",3,"Biodiversitat",0,2.40544247843375,-Inf,1.70474809223843,"zero","abovezero","abovezero"
"65","actor 65","Biodiversitat_RE","Reussebene","RE",14.5,3,0,1,1,15.6666666666667,16,0,2,0,0,1,"NGO_organization_association","NGO_organization_association","no",2,"Biodiversitat",0,2.75153531304195,-Inf,2.67414864942653,"zero","abovezero","abovezero"
"66","actor 66","Biodiversitat_RE","Reussebene","RE",1,0,0.916666666666667,1.26372617298601,1,9.25,9,0,NA,0,0,1,"Other","Other","no",2,"Biodiversitat",0.234064636959973,2.22462355152433,-Inf,0,"abovezero","abovezero","zero"
"67","actor 67","Hochwasserschutz_RE","Reussebene","RE",23.5,5,0,1,1,3.75,3,0,3,0,0,1,"NGO_organization_association","NGO_organization_association","no",NA,"Hochwasserschutz",0,1.32175583998232,-Inf,3.15700042115011,"zero","abovezero","abovezero"
"68","actor 68","Biodiversitat_RE","Reussebene","RE",19,4,32.7664767091541,10.4269572778987,1,22.0833333333333,23,0,2,0,0,1,"NGO_organization_association","NGO_organization_association","no",2,"Biodiversitat",2.34439449854182,3.09482317619822,-Inf,2.94443897916644,"abovezero","abovezero","abovezero"
"69","actor 69","Biodiversitat_RE","Reussebene","RE",19,4,6.30240650635711,2.8132104165713,42.6842105263158,26.6666666666667,28,16,NA,16,16,42.6842105263158,"Canton_AG","higher_admin","no",NA,"Biodiversitat",1.0343263281931,3.28341434600577,2.77258872223978,2.94443897916644,"abovezero","abovezero","abovezero"
"70","actor 70","Erholungswert_RE","Reussebene","RE",46,10,41.1339361163136,12.8342860565161,1,30.3333333333333,32,0,3,0,0,1,"Municipality","Municipality","no",2,"Erholungswert",2.5521201880402,3.41224721784874,-Inf,3.8286413964891,"abovezero","abovezero","abovezero"
"71","actor 71","Biodiversitat_RE","Reussebene","RE",23.5,5,0,1,6.21052631578947,4.66666666666667,4,2,2,2,2,6.21052631578947,"NGO_organization_association","NGO_organization_association","no",1,"Biodiversitat",0,1.54044504094715,0.693147180559945,3.15700042115011,"zero","abovezero","abovezero"
"72","actor 72","Hochwasserschutz_RE","Reussebene","RE",41.5,9,344.106915792593,100,1,21.1666666666667,22,0,3,0,0,1,"Municipality","Municipality","no",1,"Hochwasserschutz",4.60517018598809,3.05242761723054,-Inf,3.72569342723665,"abovezero","abovezero","abovezero"
"73","actor 73","Biodiversitat_RE","Reussebene","RE",10,2,0,1,1,1,0,0,NA,0,0,1,"Other","Other","no",NA,"Biodiversitat",0,0,-Inf,2.30258509299405,"zero","zero","abovezero"
"74","actor 74","Biodiversitat_RE","Reussebene","RE",5.5,1,27.1821618945982,8.82034275994388,32.2631578947368,16.5833333333333,17,12,2,12,12,32.2631578947368,"Other","Other","no",2,"Biodiversitat",2.17706073093525,2.80839817493649,2.484906649788,1.70474809223843,"abovezero","abovezero","abovezero"
"75","actor 75","Hochwasserschutz_RE","Reussebene","RE",37,8,0,1,1,2.83333333333333,2,0,NA,0,0,1,"Canton_ZH","higher_admin","no",NA,"Hochwasserschutz",0,1.04145387482816,-Inf,3.61091791264422,"zero","abovezero","abovezero"
"76","actor 76","Hochwasserschutz_RE","Reussebene","RE",50.5,11,0,1,6.21052631578947,9.25,9,2,2,2,2,6.21052631578947,"Municipality","Municipality","no",3,"Hochwasserschutz",0,2.22462355152433,0.693147180559945,3.92197333628131,"zero","abovezero","abovezero"
"77","actor 77","Hochwasserschutz_RE","Reussebene","RE",10,2,24.9540855343487,8.17932234000657,1,13.8333333333333,14,0,1,0,0,1,"Other","Other","no",1,"Hochwasserschutz",2.10160930366296,2.62708113856854,-Inf,2.30258509299405,"abovezero","abovezero","abovezero"
"78","actor 78","Biodiversitat_RE","Reussebene","RE",5.5,1,0,1,1,12,12,0,3,0,0,1,"NGO_organization_association","NGO_organization_association","no",2,"Biodiversitat",0,2.484906649788,-Inf,1.70474809223843,"zero","abovezero","abovezero"
"79","actor 79","Biodiversitat_RE","Reussebene","RE",5.5,1,0,1,1,1,0,0,NA,0,0,1,"Other","Other","yes",NA,"Biodiversitat",0,0,-Inf,1.70474809223843,"zero","zero","abovezero"
"80","actor 80","Biodiversitat_RE","Reussebene","RE",82,18,21.9384254634255,7.31171307869969,100,100,108,38,4,38,38,100,"Canton_AG","higher_admin","no",NA,"Biodiversitat",1.98947759359799,4.60517018598809,3.63758615972639,4.40671924726425,"abovezero","abovezero","abovezero"
"81","actor 81","Biodiversitat_RE","Reussebene","RE",64,14,6.53519660324386,2.88018442532874,14.0263157894737,50.5,54,5,3,5,5,14.0263157894737,"Canton_AG","higher_admin","no",3,"Biodiversitat",1.05785432867008,3.92197333628131,1.6094379124341,4.15888308335967,"abovezero","abovezero","abovezero"
"82","actor 82","Biodiversitat_RE","Reussebene","RE",73,16,24.4765614468091,8.04193804897154,11.4210526315789,28.5,30,4,3,4,4,11.4210526315789,"Canton_ZH","higher_admin","no",1,"Biodiversitat",2.08467010500989,3.3499040872746,1.38629436111989,4.29045944114839,"abovezero","abovezero","abovezero"
"83","actor 83","Hochwasserschutz_RE","Reussebene","RE",10,2,0,1,1,12,12,0,1,0,0,1,"Other","Other","no",2,"Hochwasserschutz",0,2.484906649788,-Inf,2.30258509299405,"zero","abovezero","abovezero"
"84","actor 84","Hochwasserschutz_RE","Reussebene","RE",46,10,0,1,45.2894736842105,51.4166666666667,55,17,3,17,17,45.2894736842105,"Other","Other","no",2,"Hochwasserschutz",0,3.93996237411739,2.83321334405622,3.8286413964891,"zero","abovezero","abovezero"
"85","actor 85","Biodiversitat_RE","Reussebene","RE",59.5,13,57.8518775619752,17.6440592030636,37.4736842105263,47.75,51,14,4,14,14,37.4736842105263,"Canton_ZH","higher_admin","no",NA,"Biodiversitat",2.87039913765894,3.86597906692674,2.63905732961526,4.08597631255158,"abovezero","abovezero","abovezero"
"86","actor 86","Hochwasserschutz_RO","Rhonemündung","RO",43.4285714285714,6,0,1,1,6.71153846153846,3,0,2,0,0,1,"Municipality","Municipality","no",NA,"Hochwasserschutz",0,1.903828203621,-Inf,3.77111755235091,"zero","abovezero","abovezero"
"87","actor 87","Hochwasserschutz_RO","Rhonemündung","RO",92.9285714285714,13,86.9578491683755,23.6277404062332,20.8,56.2115384615385,29,2,2,2,2,20.8,"Canton_VD","higher_admin","no",2,"Hochwasserschutz",3.16242146268382,4.02912204652982,0.693147180559945,4.53183114889725,"abovezero","abovezero","abovezero"
"88","actor 88","Biodiversitat_RO","Rhonemündung","RO",8.07142857142857,1,0,1,1,12.4230769230769,6,0,1,0,0,1,"NGO_organization_association","NGO_organization_association","no",1,"Biodiversitat",0,2.51955578520117,-Inf,2.08833048909708,"zero","abovezero","abovezero"
"89","actor 89","Hochwasserschutz_RO","Rhonemündung","RO",50.5,7,118.815262515263,31.917518570268,1,52.4038461538462,27,0,1,0,0,1,"Municipality","Municipality","no",2,"Hochwasserschutz",3.46315503053308,3.95897998851592,-Inf,3.92197333628131,"abovezero","abovezero","abovezero"
"90","actor 90","Hochwasserschutz_RO","Rhonemündung","RO",100,14,380.454562104562,100,30.7,100,52,3,4,3,3,30.7,"Canton_VD","higher_admin","no",3,"Hochwasserschutz",4.60517018598809,4.60517018598809,1.09861228866811,4.60517018598809,"abovezero","abovezero","abovezero"
"91","actor 91","Biodiversitat_RO","Rhonemündung","RO",1,0,6.17765567765568,2.60751893394257,1,8.61538461538462,4,0,2,0,0,1,"NGO_organization_association","NGO_organization_association","no",3,"Biodiversitat",0.958399169205859,2.15354951383356,-Inf,0,"abovezero","abovezero","zero"
"92","actor 92","Biodiversitat_RO","Rhonemündung","RO",71.7142857142857,10,147.521317571318,39.3872659031135,80.2,65.7307692307692,34,8,3,8,8,80.2,"Canton_VS","higher_admin","no",2,"Biodiversitat",3.67344256363478,4.18556714509411,2.07944154167984,4.27268997063642,"abovezero","abovezero","abovezero"
"93","actor 93","Hochwasserschutz_RO","Rhonemündung","RO",29.2857142857143,4,0,1,1,8.61538461538462,4,0,2,0,0,1,"Municipality","Municipality","no",3,"Hochwasserschutz",0,2.15354951383356,-Inf,3.3770998300831,"zero","abovezero","abovezero"
"94","actor 94","Hochwasserschutz_RO","Rhonemündung","RO",15.1428571428571,2,2.47301587301587,1.64351593019217,1,35.2692307692308,18,0,1,0,0,1,"Other","Other","no",3,"Hochwasserschutz",0.49683780692102,3.56301093423498,-Inf,2.71752894505675,"abovezero","abovezero","abovezero"
"95","actor 95","Erholungswert_RO","Rhonemündung","RO",22.2142857142857,3,5.22844932844933,2.36052116356072,1,6.71153846153846,3,0,1,0,0,1,"Other","Other","yes",2,"Erholungswert",0.858882426674972,1.903828203621,-Inf,3.10073558256398,"abovezero","abovezero","abovezero"
"96","actor 96","Hochwasserschutz_RO","Rhonemündung","RO",22.2142857142857,3,41.0137213663529,11.6723872433235,70.3,27.6538461538462,14,7,2,7,7,70.3,"Other","Other","no",NA,"Hochwasserschutz",2.45722598778832,3.31976481969956,1.94591014905531,3.10073558256398,"abovezero","abovezero","abovezero"
"97","actor 97","Erholungswert_RO","Rhonemündung","RO",8.07142857142857,1,0,1,1,1,0,0,NA,0,0,1,"Other","Other","yes",NA,"Erholungswert",0,0,-Inf,2.08833048909708,"zero","zero","abovezero"
"98","actor 98","Erholungswert_RO","Rhonemündung","RO",29.2857142857143,4,9.51904761904762,3.4769993795651,1,25.75,13,0,1,0,0,1,"Other","Other","no",2,"Erholungswert",1.24616967458599,3.24843462710975,-Inf,3.3770998300831,"abovezero","abovezero","abovezero"
"99","actor 99","Biodiversitat_RO","Rhonemündung","RO",1,0,160.652164502164,42.8041097936503,1,33.3653846153846,17,0,NA,0,0,1,"Other","Other","no",2,"Biodiversitat",3.75663412119395,3.50751897379953,-Inf,0,"abovezero","abovezero","zero"
"100","actor 100","Erholungswert_RO","Rhonemündung","RO",29.2857142857143,4,9.29212454212454,3.41795058148758,1,12.4230769230769,6,0,NA,0,0,1,"NGO_organization_association","NGO_organization_association","no",NA,"Erholungswert",1.22904112627629,2.51955578520117,-Inf,3.3770998300831,"abovezero","abovezero","abovezero"
"101","actor 101","Biodiversitat_RO","Rhonemündung","RO",100,14,230.963802863803,61.1002557494166,30.7,86.6730769230769,45,3,4,3,3,30.7,"Municipality","Municipality","no",2,"Biodiversitat",4.11251605192029,4.46214330410922,1.09861228866811,4.60517018598809,"abovezero","abovezero","abovezero"
"102","actor 102","Biodiversitat_RO","Rhonemündung","RO",22.2142857142857,3,2.59340659340659,1.67484340660026,1,33.3653846153846,17,0,NA,0,0,1,"NGO_organization_association","NGO_organization_association","no",2,"Biodiversitat",0.515719672309838,3.50751897379953,-Inf,3.10073558256398,"abovezero","abovezero","abovezero"
"103","actor 103","Hochwasserschutz_RO","Rhonemündung","RO",78.7857142857143,11,14.5613199665831,4.78907449214799,1,18.1346153846154,9,0,4,0,0,1,"Federal_Office","higher_admin","no",3,"Hochwasserschutz",1.56633717608351,2.89782256405203,-Inf,4.36673168963824,"abovezero","abovezero","abovezero"
"104","actor 104","Erholungswert_RO","Rhonemündung","RO",1,0,2.66666666666667,1.69390677966806,1,1,0,0,3,0,0,1,"NGO_organization_association","NGO_organization_association","yes",2,"Erholungswert",0.527037565003786,0,-Inf,0,"abovezero","zero","zero"
"105","actor 105","Hochwasserschutz_RO","Rhonemündung","RO",8.07142857142857,1,77.6228327228327,21.1986287062801,1,8.61538461538462,4,0,4,0,0,1,"Other","Other","no",NA,"Hochwasserschutz",3.05393649591986,2.15354951383356,-Inf,2.08833048909708,"abovezero","abovezero","abovezero"
"106","actor 106","Hochwasserschutz_RO","Rhonemündung","RO",43.4285714285714,6,178.424642024642,47.4287757852799,10.9,67.6346153846154,35,1,4,1,1,10.9,"Other","Other","no",2,"Hochwasserschutz",3.85922912857767,4.21411991389255,0,3.77111755235091,"abovezero","abovezero","abovezero"
"107","actor 107","Erholungswert_RO","Rhonemündung","RO",85.8571428571428,12,160.017565767566,42.6389776570353,50.5,77.1538461538462,40,5,2,5,5,50.5,"NGO_organization_association","NGO_organization_association","no",2,"Erholungswert",3.75276880342183,4.3458014305004,1.6094379124341,4.45268478547989,"abovezero","abovezero","abovezero"
"108","actor 108","Erholungswert_RO","Rhonemündung","RO",1,0,0,1,1,10.5192307692308,5,0,3,0,0,1,"Other","Other","yes",3,"Erholungswert",0,2.35320508384055,-Inf,0,"zero","abovezero","zero"
"109","actor 109","Biodiversitat_RO","Rhonemündung","RO",78.7857142857143,11,10.1860674413306,3.65056797088579,100,60.0192307692308,31,10,4,10,10,100,"Canton_VD","higher_admin","no",2,"Biodiversitat",1.29488276395052,4.09466502368935,2.30258509299405,4.36673168963824,"abovezero","abovezero","abovezero"
"110","actor 110","Erholungswert_RO","Rhonemündung","RO",22.2142857142857,3,0.605263157894737,1.15749857827992,1,18.1346153846154,9,0,3,0,0,1,"Other","Other","no",2,"Erholungswert",0.146261278709612,2.89782256405203,-Inf,3.10073558256398,"abovezero","abovezero","abovezero"
"111","actor 111","Biodiversitat_RO","Rhonemündung","RO",78.7857142857143,11,0.642857142857143,1.16728109866998,1,37.1730769230769,19,0,3,0,0,1,"Municipality","Municipality","no",2,"Biodiversitat",0.154677197195498,3.6155847606269,-Inf,4.36673168963824,"abovezero","abovezero","abovezero"
"112","actor 112","Schutz_gegen_Waldbrande_MA","Maggia","MA",100,34,980.573115013392,75.9089512914221,6.82352941176471,72.6212424849699,361,9,4,9,9,6.82352941176471,"Canton_TI","higher_admin","no",NA,"Schutz_gegen_Waldbrande",4.32953461277611,4.28525747524453,2.19722457733622,4.60517018598809,"abovezero","abovezero","abovezero"
"113","actor 113","Erholungswert_MA","Maggia","MA",15.5588235294118,5,23.7963144639511,2.81787256228327,4.88235294117647,9.13426853707415,41,6,3,6,6,4.88235294117647,"Municipality","Municipality","yes",3,"Erholungswert",1.03598218970134,2.21203311405411,1.79175946922805,2.74462790724214,"abovezero","abovezero","abovezero"
"114","actor 114","Erholungswert_MA","Maggia","MA",65.0588235294118,22,253.640679544594,20.376380015548,1.64705882352941,53.7735470941884,266,1,3,1,1,1.64705882352941,"Municipality","Municipality","no",2,"Erholungswert",3.01437638765774,3.98478165654962,0,4.17529183802606,"abovezero","abovezero","abovezero"
"115","actor 115","Biodiversitat_MA","Maggia","MA",12.6470588235294,4,3.76901862644274,1.28792675261223,2.94117647058824,7.34869739478958,32,3,2,3,3,2.94117647058824,"Municipality","Municipality","no",3,"Biodiversitat",0.253033756975168,1.99452307231981,1.09861228866811,2.53742468407145,"abovezero","abovezero","abovezero"
"116","actor 116","Landschaftschutz_MA","Maggia","MA",70.8823529411765,24,1085.28018401555,83.9078415441322,94.1764705882353,87.1042084168337,434,144,4,144,144,94.1764705882353,"Municipality","Municipality","no",3,"Landschaftschutz",4.42971907208708,4.46710519976165,4.969813299576,4.26102150186854,"abovezero","abovezero","abovezero"
"117","actor 117","Biodiversitat_MA","Maggia","MA",21.3823529411765,7,420.80145547539,33.1462981688367,1.64705882352941,74.8036072144289,372,1,3,1,1,1.64705882352941,"Municipality","Municipality","no",3,"Biodiversitat",3.50093104128138,4.31486610860948,0,3.06256595291736,"abovezero","abovezero","abovezero"
"118","actor 118","Schutz_gegen_Waldbrande_MA","Maggia","MA",18.4705882352941,6,3.60761323996618,1.27559650609758,6.17647058823529,9.33266533066132,42,8,2,8,8,6.17647058823529,"Municipality","Municipality","no",3,"Schutz_gegen_Waldbrande",0.243413917123348,2.23352064723086,2.07944154167984,2.91617964185204,"abovezero","abovezero","abovezero"
"119","actor 119","Erholungswert_MA","Maggia","MA",35.9411764705882,12,1.11038961038961,1.08482602670382,1,1.39679358717435,2,0,2,0,0,1,"NGO_organization_association","NGO_organization_association","no",2,"Erholungswert",0.0814196300841646,0.334179315009005,-Inf,3.58188361511538,"abovezero","abovezero","abovezero"
"120","actor 120","Erholungswert_MA","Maggia","MA",3.91176470588235,1,354.297538628056,28.0658624608501,2.94117647058824,2.98396793587174,10,3,3,3,3,2.94117647058824,"Other","Other","no",3,"Erholungswert",3.33455397875576,1.09325393693249,1.09861228866811,1.36398860360559,"abovezero","abovezero","abovezero"
"121","actor 121","Erholungswert_MA","Maggia","MA",38.8529411764706,13,398.494413067134,31.442195611229,14.5882352941176,74.8036072144289,372,21,4,21,21,14.5882352941176,"NGO_organization_association","NGO_organization_association","no",3,"Erholungswert",3.44815080008541,4.31486610860948,3.04452243772342,3.65978377990616,"abovezero","abovezero","abovezero"
"122","actor 122","Schutz_gegen_Waldbrande_MA","Maggia","MA",27.2058823529412,9,60.8557504934322,5.64895516684974,4.23529411764706,23.4188376753507,113,5,2,5,5,4.23529411764706,"Other","Other","no",3,"Schutz_gegen_Waldbrande",1.7314706018361,3.15354072736286,1.6094379124341,3.30343321289626,"abovezero","abovezero","abovezero"
"123","actor 123","Biodiversitat_MA","Maggia","MA",18.4705882352941,6,4.29560237558689,1.32815408070388,2.94117647058824,13.1022044088176,61,3,NA,3,3,2.94117647058824,"Municipality","Municipality","no",NA,"Biodiversitat",0.283790068950318,2.57278049153264,1.09861228866811,2.91617964185204,"abovezero","abovezero","abovezero"
"124","actor 124","Landschaftschutz_MA","Maggia","MA",12.6470588235294,4,3.31112396375554,1.25294679195588,16.5294117647059,12.5070140280561,58,24,2,24,24,16.5294117647059,"NGO_organization_association","NGO_organization_association","no",2,"Landschaftschutz",0.225498210491843,2.52628960918252,3.17805383034795,2.53742468407145,"abovezero","abovezero","abovezero"
"125","actor 125","Erholungswert_MA","Maggia","MA",6.82352941176471,2,3.7672086198402,1.28778848072373,1,6.75350701402806,29,0,1,0,0,1,"Other","Other","yes",2,"Erholungswert",0.252926391155496,1.91006192759489,-Inf,1.92037684705015,"abovezero","abovezero","abovezero"
"126","actor 126","Schutz_gegen_Waldbrande_MA","Maggia","MA",44.6764705882353,15,154.266288730248,12.7848692070706,6.82352941176471,51.1943887775551,253,9,3,9,9,6.82352941176471,"NGO_organization_association","NGO_organization_association","no",2,"Schutz_gegen_Waldbrande",2.54826237850471,3.9356299318512,2.19722457733622,3.79944697797961,"abovezero","abovezero","abovezero"
"127","actor 127","Schutz_gegen_Waldbrande_MA","Maggia","MA",41.7647058823529,14,43.2614118953742,4.30487033231017,18.4705882352941,22.0300601202405,106,27,3,27,27,18.4705882352941,"NGO_organization_association","NGO_organization_association","no",2,"Schutz_gegen_Waldbrande",1.45974701717292,3.09240788982735,3.29583686600433,3.73205162597915,"abovezero","abovezero","abovezero"
"128","actor 128","Schutz_gegen_Waldbrande_MA","Maggia","MA",1,0,100.832480915992,8.70289872920507,1,19.6492985971944,94,0,2,0,0,1,"NGO_organization_association","NGO_organization_association","no",3,"Schutz_gegen_Waldbrande",2.16365615743094,2.97804164287893,-Inf,0,"abovezero","abovezero","zero"
"129","actor 129","Landschaftschutz_MA","Maggia","MA",9.73529411764706,3,4.59482359745518,1.35101249645188,4.88235294117647,8.7374749498998,39,6,2,6,6,4.88235294117647,"Other","Other","no",NA,"Landschaftschutz",0.300854308714616,2.16762124059156,1.79175946922805,2.2757578507609,"abovezero","abovezero","abovezero"
"130","actor 130","Schutz_gegen_Waldbrande_MA","Maggia","MA",50.5,17,114.356772724185,9.73606035764423,4.23529411764706,19.25250501002,92,5,NA,5,5,4.23529411764706,"Canton_TI","higher_admin","no",NA,"Schutz_gegen_Waldbrande",2.27583655509537,2.95764118265822,1.6094379124341,3.92197333628131,"abovezero","abovezero","abovezero"
"131","actor 131","Biodiversitat_MA","Maggia","MA",18.4705882352941,6,9.48386718457712,1.72450134937067,4.23529411764706,18.4589178356713,88,5,1,5,5,4.23529411764706,"Other","Other","no",NA,"Biodiversitat",0.544937935865123,2.91554760523672,1.6094379124341,2.91617964185204,"abovezero","abovezero","abovezero"
"132","actor 132","Schutz_gegen_Waldbrande_MA","Maggia","MA",33.0294117647059,11,136.633830175028,11.4378722735039,1.64705882352941,7.1503006012024,31,1,2,1,1,1.64705882352941,"NGO_organization_association","NGO_organization_association","no",NA,"Schutz_gegen_Waldbrande",2.43692997857502,1.96715439794838,0,3.49739843012228,"abovezero","abovezero","abovezero"
"133","actor 133","Biodiversitat_MA","Maggia","MA",44.6764705882353,15,311.569735242523,24.8017560993855,52.1176470588235,50.2024048096192,248,79,4,79,79,52.1176470588235,"Other","Other","no",NA,"Biodiversitat",3.21091446112309,3.91606293012438,4.36944785246702,3.79944697797961,"abovezero","abovezero","abovezero"
"134","actor 134","Erholungswert_MA","Maggia","MA",18.4705882352941,6,34.9957239837116,3.67342938855518,5.52941176470588,7.34869739478958,32,7,2,7,7,5.52941176470588,"Other","Other","no",2,"Erholungswert",1.30112566404921,1.99452307231981,1.94591014905531,2.91617964185204,"abovezero","abovezero","abovezero"
"135","actor 135","Landschaftschutz_MA","Maggia","MA",30.1176470588235,10,37.9689265980907,3.90056134476531,2.94117647058824,11.9118236472946,55,3,1,3,3,2.94117647058824,"NGO_organization_association","NGO_organization_association","no",2,"Landschaftschutz",1.36112047733323,2.47753149064608,1.09861228866811,3.40511128098329,"abovezero","abovezero","abovezero"
"136","actor 136","Schutz_gegen_Waldbrande_MA","Maggia","MA",50.5,17,245.710265705547,19.770551674046,4.88235294117647,47.8216432865731,236,6,3,6,6,4.88235294117647,"NGO_organization_association","NGO_organization_association","no",2,"Schutz_gegen_Waldbrande",2.98419354139846,3.8674783254417,1.79175946922805,3.92197333628131,"abovezero","abovezero","abovezero"
"137","actor 137","Schutz_gegen_Waldbrande_MA","Maggia","MA",3.91176470588235,1,10.4724991808975,1.80002594302272,1,2.58717434869739,8,0,NA,0,0,1,"Other","Other","no",3,"Schutz_gegen_Waldbrande",0.587801077588654,0.950566295095124,-Inf,1.36398860360559,"abovezero","abovezero","abovezero"
"138","actor 138","Biodiversitat_MA","Maggia","MA",53.4117647058824,18,284.610017722696,22.7422215928784,48.8823529411765,46.4328657314629,229,74,4,74,74,48.8823529411765,"Municipality","Municipality","no",3,"Biodiversitat",3.12422317892775,3.8380075216749,4.30406509320417,3.97803103454508,"abovezero","abovezero","abovezero"
"139","actor 139","Landschaftschutz_MA","Maggia","MA",18.4705882352941,6,14.4350384193378,2.10273632153296,1,4.37274549098196,17,0,2,0,0,1,"NGO_organization_association","NGO_organization_association","no",3,"Landschaftschutz",0.74323950680202,1.4753910706415,-Inf,2.91617964185204,"abovezero","abovezero","abovezero"
